info
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
"polícia,07.05.2017,16:52,polícia,07.05.2017,14:33,polícia,07.05.2017,11:48,polícia,07.05.2017,09:29,polícia,07.05.2017,09:00,polícia,07.05.2017,08:56,polícia,06.05.2017,18:06,polícia,06.05.2017,14:59,polícia,06.05.2017,13:16,polícia,06.05.2017,12:43,polícia,06.05.2017,09:44"
